Model,Price,Processor Brand,Processor Model,Processor Frequency,Processor Core,Processor Thread,CPU Cache,Display Size,Display Type,Display Resolution,Touch Screen,Display Features,RAM,RAM Type,Removable,Bus Speed,Total RAM Slot,Storage Type,Storage Capacity,Extra M.2 Slot,Supported SSD Type,Storage Upgrade,Graphics Model,Graphics Memory,Keyboard Type,TouchPad,WebCam,Speaker,Microphone,Optical Drive,Card Reader,HDMI Port,USB 2 Port,USB 3 Port,USB Type-C / Thunderbolt Port,Headphone & Microphone Port,WiFi,Bluetooth,Fingerprint Sensor,Operating System,Battery Type,Battery Capacity,Adapter Type,Color,Dimensions,Weight,Warranty Details,Chipset Model,Graphics Type,Audio Features,LAN,Camera Privacy Shutter,Security Chip,Body Material,Other Features,Max RAM Capacity,Refresh Rate,HDD RPM,Generation,Security Locker Slot,Keyboard Features,NPU,Response TIme,Backup Time (Approx),Other Pre-installed Softwares
"Lenovo IdeaPad 1 AMD Ryzen 5 7520U 14"" FHD Laptop 8GB DDR5 RAM 256GB SSD with 2 Years warranty",60500,AMD,Ryzen 5 7520U, 2.8 GHz – 4.3 GHz,4,8,"L1 Cache: 256KB
L2 Cache: 2MB
L3 Cache: 4MB","14""",TN,FHD (1920 x 1080),N/A,220nits Anti-glare; 170° Viewing Angle,8GB (On Board),DDR5,No,5500MHz,1,NVMe PCIe SSD,256GB ,N/A, PCIe NVMe M.2,Installed SSD can be upgradeable,AMD Radeon 610M,Shared,Standard,Yes,Yes,Yes,Yes,N/A,SD Media Card Reader,1x HDMI 1.4b,1x USB 2.0 Type-A,1x USB 3.2 Gen 1 Type-A,1x USB-C 3.2 Gen 1 (support data transfer only),1 x Headphone/ Microphone Port Combo,"11ax, 2x2",Bluetooth 5.0,No,Free Dos,3 Cell Li-ion,42Whr ,65W Round Tip (3-pin),Cloud Grey,325.3 x 216.5 x 17.9 mm,1.38 kg, 2 years warranty ( Battery adapter 1 year),,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad 1 AMD Ryzen 5 7520U 14"" FHD Laptop 8GB DDR5 RAM 256GB SSD Sand with 2 Years Warranty",60000,AMD,Ryzen 5 7520U, 2.8 GHz – 4.3 GHz,4,8,"L1 Cache: 256KB
L2 Cache: 2MB
L3 Cache: 4MB","14""",TN,FHD (1920 x 1080),N/A,220nits Anti-glare; 170° Viewing Angle,8GB (On Board),DDR5,No,5500MHz,1,NVMe PCIe SSD,256GB ,N/A, PCIe NVMe M.2,Installed SSD can be upgradeable,AMD Radeon 610M,Shared,Standard,Yes,Yes,Yes,Yes,N/A,SD Media Card Reader,1x HDMI 1.4b,1x USB 2.0 Type-A,1x USB 3.2 Gen 1 Type-A,1x USB-C 3.2 Gen 1 (support data transfer only),1 x Headphone/ Microphone Port Combo,"11ax, 2x2",Bluetooth 5.0,No,Free Dos,3 Cell Li-ion,42Whr ,65W Round Tip (3-pin),Cloud Grey,325.3 x 216.5 x 17.9 mm,1.38 kg, 2 years warranty ( Battery adapter 1 year),,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad 1 AMD Ryzen 5 7520U 15.6"" FHD Laptop 8GB DDR5 RAM 256GB SSD Grey with 2 Years Warranty",61000,AMD,Ryzen 5 7520U, 2.8 GHz – 4.3 GHz,4,8,"L1 Cache: 256KB
L2 Cache: 2MB
L3 Cache: 4MB","15.6""",TN,FHD (1920 x 1080),N/A,220nits Anti-glare; 170° Viewing Angle,8GB (On Board),DDR5,NO,5500MHz,1,NVMe PCIe SSD,256GB ,N/A, PCIe NVMe M.2,Installed SSD can be upgradeable,AMD Radeon 610M,Shared,Standard,Yes,Yes,Yes,Yes,N/A,SD Media Card Reader,1x HDMI 1.4b,1x USB 2.0 Type-A,1x USB 3.2 Gen 1 Type-A,1x USB-C 3.2 Gen 1 (support data transfer only),1 x Headphone/ Microphone Port Combo,"11ax, 2x2",Bluetooth 5.0,No,Free Dos,3 Cell Li-ion,42Whr ,65W Round Tip (3-pin),Cloud Grey,325.3 x 216.5 x 17.9 mm,1.58 kg, 2 years warranty ( Battery adapter 1 year),,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad 1 AMD Ryzen 5 7520U 14"" FHD Laptop 8GB DDR5 RAM 512GB SSD Sand with 2 Years Warranty",63000,AMD,Ryzen 5 7520U, 2.8 GHz – 4.3 GHz,4,8,"L1 Cache: 256KB
L2 Cache: 2MB
L3 Cache: 4MB","14""",TN,FHD (1920 x 1080),N/A,220nits Anti-glare; 170° Viewing Angle,8GB (On Board),DDR5,No,5500MHz,1,NVMe PCIe SSD,512GB ,N/A, PCIe NVMe M.2,Installed SSD can be upgradeable,AMD Radeon 610M,Shared,Standard,Yes,Yes,Yes,Yes,N/A,SD Media Card Reader,1x HDMI 1.4b,1x USB 2.0 Type-A,1x USB 3.2 Gen 1 Type-A,1x USB-C 3.2 Gen 1 (support data transfer only),1 x Headphone/ Microphone Port Combo,"11ax, 2x2",Bluetooth 5.0,No,Free Dos,3 Cell Li-ion,42Whr ,65W Round Tip (3-pin),Sand,325.3 x 216.5 x 17.9 mm,1.38 kg, 2 years warranty ( Battery adapter 1 year),,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad 1 AMD Ryzen 5 7520U 14"" FHD Laptop 8GB DDR5 RAM 512GB SSD with 2 Years Warranty",63000,AMD,Ryzen 5 7520U, 2.8 GHz – 4.3 GHz,4,8,"L1 Cache: 256KB
L2 Cache: 2MB
L3 Cache: 4MB","14""",TN,FHD (1920 x 1080),N/A,220nits Anti-glare; 170° Viewing Angle,8GB (On Board),DDR5,No,5500MHz,1,NVMe PCIe SSD,512GB ,N/A, PCIe NVMe M.2,Installed SSD can be upgradeable,AMD Radeon 610M,Shared,Standard,Yes,Yes,Yes,Yes,N/A,SD Media Card Reader,1x HDMI 1.4b,1x USB 2.0 Type-A,1x USB 3.2 Gen 1 Type-A,1x USB-C 3.2 Gen 1 (support data transfer only),1 x Headphone/ Microphone Port Combo,"11ax, 2x2",Bluetooth 5.0,No,Free Dos,3 Cell Li-ion,42Whr ,65W Round Tip (3-pin),Cloud Grey,325.3 x 216.5 x 17.9 mm,1.38 kg, 2 years warranty ( Battery adapter 1 year),,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad 1 AMD Ryzen 5 7520U 15.6"" FHD Laptop 8GB DDR5 RAM 512GB SSD Grey with 2 Years Warranty",63500,AMD,Ryzen 5 7520U, 2.8 GHz – 4.3 GHz,4,8,"L1 Cache: 256KB
L2 Cache: 2MB
L3 Cache: 4MB","15.6""",TN,FHD (1920 x 1080),N/A,220nits Anti-glare; 170° Viewing Angle,8GB (On Board),DDR5,NO,5500MHz,1,NVMe PCIe SSD,512GB ,N/A, PCIe NVMe M.2,Installed SSD can be upgradeable,AMD Radeon 610M,Shared,Standard,Yes,Yes,Yes,Yes,N/A,SD Media Card Reader,1x HDMI 1.4b,1x USB 2.0 Type-A,1x USB 3.2 Gen 1 Type-A,1x USB-C 3.2 Gen 1 (support data transfer only),1 x Headphone/ Microphone Port Combo,"11ax, 2x2",Bluetooth 5.0,No,Free Dos,3 Cell Li-ion,42Whr ,65W Round Tip (3-pin),Cloud Grey,325.3 x 216.5 x 17.9 mm,1.58 kg, 2 years warranty ( Battery adapter 1 year),,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad 1 AMD Ryzen 5 7520U 15.6"" FHD Laptop 8GB DDR5 RAM 512GB SSD Cloud Grey with 2 Years Warranty",63500,AMD,Ryzen 5 7520U, 2.8 GHz – 4.3 GHz,4,8,"L1 Cache: 256KB
L2 Cache: 2MB
L3 Cache: 4MB","15.6""",IPS,FHD (1920 x 1080),N/A,250nits Anti-glare,8GB (On Board),DDR5,NO,5500MHz,1,NVMe PCIe SSD,512GB ,N/A, PCIe NVMe M.2,Installed SSD can be upgradeable,AMD Radeon 610M,Shared,Standard,Yes,Yes,Yes,Yes,N/A,SD Media Card Reader,1x HDMI 1.4b,1x USB 2.0 Type-A,1x USB 3.2 Gen 1 Type-A,1x USB-C 3.2 Gen 1 (support data transfer only),1 x Headphone/ Microphone Port Combo,"Wi-Fi 6, 11ax 2x2",BT5.2,No,Free Dos,3 Cell Li-ion,42Whr ,65W Round Tip (3-pin),Cloud Grey,325.3 x 216.5 x 17.9 mm,1.58 kg, 2 years warranty ( Battery adapter 1 year),,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 3 15ABR8 Ryzen 7 7730U 15.6"" FHD Laptop with 1080p FHD Webcam",82000,AMD,Ryzen 7 7730U,up to 4.5 GHz,8,16,16MB,15.6 Inch,,FHD (1920×1080),No,IPS 300nits Anti-glare,16GB,DDR4,"16GB Onboard, not upgradeable",,1,M.2 2242 PCIe 3.0x4 NVMe SSD,512GB SSD,N/A,,,AMD Radeon Graphics,Shared,"Backlit, English (EU)",Yes,FHD 1080p Webcam,1.5W x2 Stereo ,"2x Array
",N/A,1x Card reader,1x HDMI 1.4b,,2x USB 3.2 Gen 1," 1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)", 1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6, 11ax 2x2",Bluetooth 5.1,"Touch Style, Integrated in Power Button",Windows 11 Home,Integrated,47Wh,65W round tip (3-pin) AC adapter,Arctic Grey ,359.3 x 235 x 17.9 mm (14.15 x 9.25 x 0.70 inches),Starting at 1.62 kg (3.57 lbs),2 years International Limited Warranty (Battery 1 year).,Integrated AMD Radeon Graphics,Integrated ,Dolby Audio,N/A,Yes,FW TPM 2.0,"PC-ABS (Top), PC-ABS (Bottom)",MIL-STD-810H military test passed (21 test items),,,,,,,,,,
"Lenovo IdeaPad 1 AMD Ryzen 5 7520U 15.6"" FHD Laptop 8GB DDR5 RAM 512GB SSD Sand Color with 2 Years Warranty",63500,AMD,Ryzen 5 7520U, 2.8 GHz – 4.3 GHz,4,8,"L1 Cache: 256KB
L2 Cache: 2MB
L3 Cache: 4MB","15.6""",TN,FHD (1920 x 1080),N/A,220nits Anti-glare; 170° Viewing Angle,8GB (On Board),DDR5,NO,5500MHz,1,NVMe PCIe SSD,512GB ,N/A, PCIe NVMe M.2,Installed SSD can be upgradeable,AMD Radeon 610M,Shared,"Non-backlit, English (EU)",Yes,Yes,Yes,Yes,N/A,SD Media Card Reader,1x HDMI 1.4b,1x USB 2.0 Type-A,1x USB 3.2 Gen 1 Type-A,1x USB-C 3.2 Gen 1 (support data transfer only),1 x Headphone/ Microphone Port Combo,"Wi-Fi® 6, 11ax 2x2",Bluetooth 5.1,No,Free Dos,3 Cell Li-ion,42Whr ,65W Round Tip (3-pin),Sand,360.2 x 236 x 17.9 mm (14.18 x 9.29 x 0.70 inches),Starting at 1.58 kg (3.48 lbs), 2 years warranty ( Battery adapter 1 year),,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Flex 5 14ALC7 AMD Ryzen 5 5500U 14"" Touchscreen Laptop",95000,AMD,Ryzen 5 5500U,2.1GHz up to 4.0GHz,6,12,"L2 Cache: 4MB
L3 Cache: 8MB",14 Inch,IPS,1920x1200 WUXGA,Yes,"300nits Glossy, 45% NTSC, TÜV Low Blue Light, Glass, Touch",16GB,LPDDR4x,No,4266MHz,,SSD,512GB,,,,Integrated AMD Radeon,,"Backlit Keyboard 
",Yes ,Yes,Yes,"2x, Array",,4-in-1 Card Reader,"1x HDMI 1.4b
",,"1x USB 3.2 Gen 1

","1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)","1x Headphone / microphone combo jack (3.5mm)
","Wi-Fi 6, 11ax 2x2 
",Bluetooth 5.1,Yes,"Windows 11 Home Single Language, English",Li-Polymer,Integrated 52.5Wh,65W Round Tip (3-pin),Storm Grey,313.1 x 224.9 x 17.8 mm (12.32 x 8.85 x 0.70 inches),1.55 kg (3.42 lbs),"2 years Limited Warranty (1 year for Battery and Adapter, Terms & conditions Apply As Per Lenovo)",AMD SoC Platform,,"Front-facing stereo speakers, 2W x2, optimized with Dolby",,Yes,,"PC-ABS + 40% GF (Top), PC-ABS + 40% GF (Bottom)",,16GB,,,,,,,,,
"Lenovo IdeaPad Gaming 3 15ACH6 Ryzen 5 5500H RTX 2050 4GB Graphics 15.6"" FHD Laptop",96500,AMD,Ryzen 5 5500H,3.3GHz up to 4.2GHz,4,8,"L2 Cache: 2MB
L3 Cache: 8MB","15.6""",IPS,FHD (1920x1080),No,"300nits Anti-glare, 45% NTSC",8GB,DDR4,,3200 MHz,2,M.2 2242 PCIe 4.0x4 NVMe,512GB,Yes,,"Non-RTX 3060 models: up to two drives, 2x M.2 SSD or 1x 2.5"" HDD + 1x M.2 SSD
2.5"" HDD up to 1TB
M.2 2242 SSD up to 512GB
M.2 2280 SSD up to 1TB",NVIDIA GeForce RTX 2050,4GB,"White Backlit, English (EU)","Buttonless Mylar surface multi-touch touchpad, 70 x 120 mm (2.76 x 4.72 inches)",HD 720p,"Stereo speakers, 2W x2, Nahimic Audio","2x, Array",N/A,N/A,1x HDMI 2.0,,2x USB 3.2 Gen 1,1x USB-C 3.2 Gen 1 (support data transfer only),1x Headphone / microphone combo jack (3.5mm),"Wi-Fi® 6, 11ax 2x2",BT5.1,N/A,Windows 11 Home,,45Wh,135W Slim Tip (3-pin),,359.6 x 251.9 x 24.2 mm (14.16 x 9.92 x 0.95 inches),Around 2.25 kg (4.96 lbs),2 years Warranty (Battery & Adapter 1 Year),AMD SoC Platform,GDDR6,"High Definition (HD) Audio, Realtek ALC3287 codec",1x Ethernet (RJ-45),Yes,Firmware TPM 2.0,"PC-ABS (Top), PC-ABS (Bottom)",,16GB,144Hz,,,,,,,,
"Lenovo IdeaPad Flex 5 14ALC7 AMD Ryzen 7 5700U 14"" Touchscreen Laptop",107000,AMD,AMD Ryzen 7 5700U,1.8GHz up to 4.3GHz,8,16,"L2 Cache: 4MB
L3 Cache: 8MB",14 Inch,IPS,1920x1200 WUXGA,Yes,"300nits Glossy, 45% NTSC, TÜV Low Blue Light, Glass, Touch",16GB,LPDDR4x,No,4266MHz,,SSD,512GB,,,,Integrated AMD Radeon,,Backlit Keyboard ,Yes,Yes,Yes,"2x, Array",,4-in-1 Card Reader,"1x HDMI 1.4b
",,"1x USB 3.2 Gen 1

","1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)","1x Headphone / microphone combo jack (3.5mm)
","Wi-Fi 6, 11ax 2x2 
",Bluetooth 5.1,Yes,"Windows 11 Home Single Language, English",Li-Polymer,Integrated 52.5Wh,65W Round Tip (3-pin),Storm Grey,313.1 x 224.9 x 17.8 mm (12.32 x 8.85 x 0.70 inches),1.55 kg (3.42 lbs),"2 years Limited Warranty (1 year for Battery and Adapter, Terms & conditions Apply As Per Lenovo)",AMD SoC Platform,,"Front-facing stereo speakers, 2W x2, optimized with Dolby",,Yes,,"PC-ABS + 40% GF (Top), PC-ABS + 40% GF (Bottom)",,,,,,,,,,,
"Lenovo IdeaPad D330 10IGL Celeron N4020 10.1"" HD Detachable 2-in-1 Touch Laptop",28500,Intel ,Celeron N4020,1.10 GHz up to 2.80 GHz,2,2,4 MB,10.1 Inch,HD IPS LED Display,1280x800 (WxH) WXGA,Yes,"Antiscratch Brightness: 300nits, Aspect Ratio: 16:10, Color Gamut: 50% NTSC Display",4GB,DDR4 ,No,2133MHz,1,eMMC 5.1 SSD,128GB,N/A,,Installed SSD Can Not Be Replaced,Intel UHD 600 Graphics,Shared,"Standard Keyboard 
",Yes ,Yes,Yes,Yes,N/A,,,2 x USB 2.0 Type-A,,1 x USB 3.2 Gen 1 Type-C,1 x Headphone/ Microphone Combo,802.11ac 1x1,Bluetooth 4.2,No,Genuine Win 10 home,Li-Polymer,39Wh,45W AC adapter,Mineral Gray,"249 x 178 x 9.5mm (Pad),
249 x 186 x 8.5 mm (Keyboard Dock)",1.13 Kg,"1 year Limited Warranty (1 year for Battery and Adapter, Terms & conditions Apply As Per Lenovo)",,,"High Definition (HD) Audio, Stereo speakers, 1W x 2, Dolby Audio Premium",Gigabit Lan,,,,,4GB,,,,,,,,,
Lenovo IdeaPad Slim 3i 15IGL Intel CDC N4020 15.6 Inch HD Display Laptop,34500,Intel ,"Celeron Processor N4020
",1.10 GHz up to 2.80 GHz,2,2,4MB,15.6 Inch,,HD (1366 x 768),No,TN 220nits Anti-glare,4GB ,DDR4,No,,1,HDD ,1TB,N/A,"M.2 2242 SSD up to 512GB
M.2 2280 SSD up to 512GB""","2.5"""" HDD up to 1TB","Integrated Intel UHD Graphics 600
",Shared,"Non-backlit, English (EU)",Yes,720p Webcam,1.5W x2 Stereo ,"2x Array
",N/A,1x Card reader,1x HDMI 1.4b,1x USB 2.0,"2x USB 3.2 Gen 1
",,1x Headphone / microphone combo jack (3.5mm),"Wireless 11ac, 2×2",Bluetooth 5.0,No,FreeDOS,,45Wh,"45W Round Tip (2-pin, Wall-mount)","Platinum Grey
",362.2 x 253.4 x 19.9 mm (14.26 x 9.98 x 0.78 inches),Around 1.7 kg (3.75 lbs),2 years International Limited Warranty (Battery 1 year).,,,Dolby Audio,N/A,Yes,FW TPM 2.0,"PC-ABS (Top), PC-ABS (Bottom)",,,,5400rpm,,,,,,,
"Lenovo IdeaPad Slim 1i 14IGL7 Intel Celeron N4020 14"" FHD Laptop",36500,Intel,Celeron N4020,1.1GHz Up to 2.8GHz,2,2,4MB,14 Inch,TN,FHD (1920x1080),N/A,220nits Anti-glare,8GB,DDR4,Yes,3200MHZ,2,M.2 2242 PCIe 4.0x4 NVMe SSD,256GB,Yes,,up to 512GB M.2 2242 SSD or 512GB M.2 2280 SSD (non-eMMC models),Intel UHD Graphics 600,Shared,"Non-backlit, English (EU)","Buttonless Mylar surface multi-touch touchpad, supports Precision TouchPad (PTP), 69 x 104 mm (2.72 x 4.09 inches)",HD 720p,2x 1.5W,2x Array,,1x Card reader,1x HDMI 1.4b,1x USB 2.0,"1x USB 3.2 Gen 1
", 1x USB-C 3.2 Gen 1 (support data transfer only), 1x Headphone/microphone combo jack (3.5mm),"Wi-Fi 6, 11ax 2x2",Bluetooth v5.1,N/A,Free DOS,Integrated,42Wh,45W Round Tip (3-pin),Cloud Grey,325.3 x 216.5 x 17.9 mm (12.8 x 8.52 x 0.70 inches),Starting at 1.3 kg (2.87 lbs),1 years Limited Warranty (Terms & Conditions Apply As Per Lenovo),Intel SoC Platform,Integrated,"High Definition (HD) Audio, Stereo speakers, Dolby Audio",N/A,Yes,Firmware TPM 2.0,"Surface Treatment: IMR (In-Mold Decoration by Roller)
Case Material: PC-ABS (Top), PC-ABS (Bottom)","Green Certifications:
ErP Lot 3
RoHS compliant",Up to 8GB (8GB SO-DIMM) DDR4-2400 offering,,,,,,,,,
"Lenovo IdeaPad 1 15AMN7 AMD Athlon 7120U 15.6"" FHD Laptop (Sand Color)",41000,AMD,Athlon Silver 7120U, 2.4 GHz – 3.5GHz,2,2,"L2 Cache: 1MB
L3 Cache: 4MB","15.6""",TN,FHD (1920 x 1080),N/A,220nits Anti-glare; 170° Viewing Angle,8GB (On Board),DDR5,NO,5500MHz,1,NVMe PCIe SSD,256GB,N/A, PCIe NVMe M.2,Installed SSD can be upgradeable,AMD Radeon 610M,Shared,Standard,Yes,Yes,Yes,Yes,N/A,SD Media Card Reader,1x HDMI 1.4b,1x USB 2.0 Type-A,1x USB 3.2 Gen 1 Type-A,1x USB-C 3.2 Gen 1 (support data transfer only),1 x Headphone/ Microphone Port Combo,"Wi-Fi 6, 11ax 2x2 ",BT5.2,No,Free Dos,3 Cell Li-ion,42Whr ,65W Round Tip (3-pin),Sand,360.2 x 236 x 17.9 mm (14.18 x 9.29 x 0.70 inches),1.58 kg, 2 years warranty ( Battery adapter 1 year),,,,,Yes,Firmware TPM 2.0 Enabled,,,,,,,,,,,,
"Lenovo IdeaPad Slim 3i 15ITL Core i3 11th Gen 256GB SSD 15.6"" Full HD Laptop with Windows 11",50500,Intel ,Core i3-1115G4,3.0 GHz up to 4.1 GHz,2,4,6MB,15.6 Inch,,FHD (1920×1080),No,TN 250nits Anti-glare,4GB ,DDR4 ,No,3200MHz ,1,M.2 2242 PCIe 3.0x4 NVMe SSD,256GB,N/A,"M.2 2242 SSD up to 512GB
M.2 2280 SSD up to 1TB",Installed SSD can be upgradeable,Integrated Intel UHD Graphics,Shared,"Backlit, English (EU)",Yes,720p Webcam,1.5W x2 Stereo ,"2x Array
",N/A,1x Card reader,1x HDMI 1.4b,1x USB 2.0,"1x USB 3.2 Gen 1
1x USB-C 3.2 Gen 1 (support data transfer only)",,1x Headphone/microphone combo jack (3.5mm),"Wireless 11ac, 2×2",Bluetooth 5.0,No,"Windows 11 Home 64, English",,45Wh,"65W Round Tip (2-pin, Wall-mount)",ARCTIC GREY,359.2 x 236.5 x 19.9 mm (14.14 x 9.31 x 0.78 inches),1.65 KG,2 years Limited Warranty (Terms & conditions Apply As Per Lenovo),,,Dolby Audio,N/A,Yes,FW TPM 2.0,,,up to 12GB,,,11th Gen,,,,,,
"Lenovo IdeaPad Slim 1 15AMN7 Ryzen 3 7320U 15.6"" FHD Laptop",51590,AMD,Ryzen 3 7320U,2.4GHz up to 4.1GHz,4,8,"L2 Cache: 2MB
L3 Cache: 4MB",15.6 Inch,,FHD (1920×1080),No,TN 220nits Anti-glare,8GB ,DDR5,No,,1,M.2 2242 PCIe 3.0x4 NVMe SSD,512GB SSD,N/A,,,AMD Radeon 610M,Shared,"6-row, multimedia Fn keys, numeric keypad",Yes,720p Webcam,1.5W x2 Stereo ,"2x Array
",N/A,1x Card reader,1x HDMI 1.4b,1x USB 2.0,1x USB 3.2 Gen 1,1x USB-C 3.2 Gen 1 (support data transfer only),1x Headphone / microphone combo jack (3.5mm),"Wireless 11ac, 2×2",Bluetooth 5.0,No,FreeDOS,Integrated Li-Polymer,42Wh,"65W round tip (3-pin) AC adapter, 100-240V, 50-60Hz","Cloud Grey (82VG00ETIN)
Sand (82VG00EUIN)",360.2 x 236 x 17.9 mm (14.18 x 9.29 x 0.70 inches),Around 1.58,2 years International Limited Warranty (Battery 1 year).,,Integrated ,Dolby Audio,N/A,Yes,FW TPM 2.0,"PC-ABS (Top), PC-ABS (Bottom)",,,,,,,,,,,
"Lenovo IdeaPad Slim 3i 14IAU7 Core i3 12th Gen 14"" FHD Laptop",56500,Intel,"Core i3-1215U
",3.3 GHz up to 4.4 GHz,6 (Performance-cores- 2 Efficient-cores- 4),8,10MB,"14""",TN,FHD (1920x1080),,"TN Panel, 250nits Anti-glare",8GB Soldered,DDR4,Yes,3200 MHz,2,SSD,256GB,No,,,Intel UHD Graphics,Shared,,,HD Camera,Yes,Yes,,Yes,1x HDMI,1x USB 2.0,1x USB 3.2 Gen 1,1x USB 3.2 Gen 1 Type-C,1x Headphone / microphone combo jack (3.5mm),11ac 2x2,Bluetooth 5.0,No,,,Integrated 45Wh,65W Round Tip (3-pin),Arctic Grey,324.2 x 215.7 x 19.9 mm (12.76 x 8.49 x 0.78 inches),Starting at 1.43 kg (3.15 lbs),02 years Limited Warranty (Terms & Conditions Apply As Per Lenovo),Intel SoC Platform,,"Stereo speakers, 1.5W x2, Dolby Audio.",,Yes,Firmware TPM 2.0 Enabled,"PC-ABS (Top), PC-ABS (Bottom)",,Up to 16GB (8GB soldered + 8GB SO-DIMM) DDR4-3200 offering,,,12th,,,,,,
"Lenovo IdeaPad SLIM 3i 14IAU7 Intel Core i3 12th Gen 14"" FHD Laptop",56500,Intel,Core i3-1215U,Up to 4.40 GHz,6 (2 P-core + 4 E-core),8,10MB,14 Inch,,FHD (1920x1080),No,TN 250nits Anti-glare,8GB,DDR4 ,No,3200MHz ,1,M.2 2280 PCIe 4.0 x4 slot,256GB ,N/A,M.2 NVME,Up To 1TB NVME SSD 2280,Integrated Intel UHD Graphics,Shared,"Non-backlit, English (EU)",Yes,720p ,"Stereo speakers, 1.5W x2",2x Array,N/A,SD Card Reader,1x HDMI 1.4b,1x USB 2.0,"1x USB 3.2 Gen 1
1x USB-C 3.2 Gen 1 (support data transfer only)",,1x Headphone/microphone combo jack (3.5mm),"Wi-Fi® 6, 11ax 2x2","version 5.1
",,FreeDOS,Integrated ,45Wh ,65W Round Tip (3-pin),"Misty Blue (82RJ00E5IN)
","324.2 x 215.7 x 19.9 mm (12.76 x 8.49 x 0.78 inches)

","Starting at 1.43 kg (3.15 lbs)
",2 Years,,,Dolby Audio,No Onboard Ethernet,Yes,Firmware TPM 2.0 Enabled,,,Up to 16GB,,,12th Gen,,,,,,
"Lenovo IdeaPad Slim 3i 14ITL6 Core i3 11th Gen 512GB SSD 14"" FHD Laptop",57500,Intel,Core i3-1115G4,3.00 GHz up to 4.10 GHz,2,4,6MB,14-inch,LED,FHD (1920x1080),,"TN Panel, 250nits Anti-glare",8GB Soldered DDR4-3200,DDR4,,3200 MHz,2,SSD,512GB,No,,,Intel UHD Graphics,Shared,Non-backlit,,HD Camera,Yes,Yes,,Yes,1x HDMI,1x USB 2.0,1x USB 3.2 Gen 1,1x USB 3.2 Gen 1 Type-C,1x Headphone / microphone combo jack (3.5mm),Wi-Fi 5 x 2,Bluetooth 5.0,No,FreeDos,,Integrated 45Wh,65W Round Tip (3-pin),Arctic Grey,324.2 x 215.7 x 19.9 mm (12.76 x 8.49 x 0.78 inches),1.41 kg,02 years Limited Warranty (Terms & Conditions Apply As Per Lenovo),Intel SoC Platform,,"Stereo speakers, 1.5W x2, Dolby Audio.",,Yes,Firmware TPM 2.0,,,Up to 16GB (8GB soldered + 8GB SO-DIMM) DDR4-3200 offering,,,11th,,,,,,
"Lenovo IdeaPad Slim 3 14IRU8 Core i3 13th Gen 14"" FHD Military Grade Laptop",58000,Intel,Core i3-1305U,3.3GHz Up to 4.5GHz,5 (1 performance core + 4 efficient core),6,10MB,14 Inch,TN,FHD (1920x1080),N/A,250nits Anti-glare,8GB Soldered,LPDDR5,N/A,4800MHZ,1,M.2 2242 PCIe 4.0x4 NVMe SSD,512GB,Yes,,up to 1TB M.2 2242 SSD,Intel UHD Graphics,Shared,"Non-backlit, English (EU)","Buttonless Mylar surface multi-touch touchpad, supports Precision TouchPad (PTP), 69 x 104 mm (2.72 x 4.09 inches)",HD 720p,2x 1.5W,2x Array,,SD Card Reader,1x HDMI 1.4b,,"2x USB 3.2 Gen 1
","1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)", 1x Headphone/microphone combo jack (3.5mm),"Wi-Fi 6, 11ax 2x2",Bluetooth v5.2,N/A,Windows 11 Home,Integrated,47Wh,65W Round Tip (3-pin),Abyss Blue,324.3 x 213.8 x 17.9 mm (12.77 x 8.42 x 0.70 inches),Starting at 1.37 kg (3.02 lbs),2 years Limited Warranty (Terms & Conditions Apply As Per Lenovo),Intel SoC Platform,Integrated,"High Definition (HD) Audio, User-facing stereo speakers, 1.5W x2, optimized with Dolby Audio",N/A,Yes,Firmware TPM 2.0,"Surface Treatment: IMR (In-Mold Decoration by Roller)
Case Material: PC-ABS (Top), PC-ABS (Bottom)","MIL-STD-810H military test passed (21 test items)
TÜV Rheinland Low Blue Light (Software Solution)
Green Certifications:
ENERGY STAR 8.0
EPEAT Silver Registered
ErP Lot 6
ErP Lot 26
RoHS compliant",8GB,,,13th Generation,,,,,,
